file,percent,borda_type,cloned_candidate,original_winner,new_winner,num_cands
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,0.6,om,Ron Dudum,Ed Jew,Clone,8
SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,0.6,om,Rob Black,Chris Daly,Clone,9
SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,0.6,om,KIM ALVARENGA,AHSHA SAFAI,Clone,6
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,0.6,om,DEAN PRESTON,LONDON BREED,Clone,3
SanFrancisco_11082022_BoardofSupervisorsD4.csv,0.6,om,GORDON MAR,JOEL ENGARDIO,Clone,3
SanLeandro_11022010_Mayor.csv,0.6,om,ANTHONY B. ''TONY'' SANTOS,STEPHEN H. CASSIDY,Clone,7
Alaska_11052024_StateHouseD11.csv,0.7,om,"Featherly, Walter T.","Coulombe, Julie",Clone,3
Alaska_11052024_StateHouseD15.csv,0.7,om,"Wells, Denny","Costello, Mia",Clone,4
Alaska_11052024_StateHouseD18.csv,0.7,om,"Groh, Cliff","Nelson, David",Clone,3
Alaska_11052024_StateHouseD27.csv,0.7,om,"Eastman, David","Underwood, Jubilee L.",Clone,3
Alaska_11052024_StateHouseD28.csv,0.7,om,"Menard, Steve","Moore, Elexie",Clone,4
Alaska_11052024_StateHouseD6.csv,0.7,om,"Johnson, Brent","Vance, Sarah L.",Clone,4
Alaska_11052024_StateSenateF.csv,0.7,om,"Park, Janice L.","Kaufman, James D.",Clone,4
Alaska_11052024_StateSenateP.csv,0.7,om,"Hajdukovich, Leslie W.","Kawasaki, Scott",Clone,3
